A_T,A_Ax,A_Ay,A_Az,A_Gx,A_Gy,A_Gz,B_T,B_Ax,B_Ay,B_Az,B_Gx,B_Gy,B_Gz,angle
14.15,-0.608886719,-0.234375,-0.80078125,26.21951294,10.24390221,23.23170662,14.15,-0.921875,0.291992188,-0.333007813,27.68292618,-6.402439117,24.87804794,90
14.2,-0.617675781,-0.220703125,-0.779785156,31.95121956,7.804878235,27.98780441,14.2,-0.884277344,0.26171875,-0.362304688,27.31707382,-6.219511986,19.45121956,90
14.25,-0.621582031,-0.207519531,-0.758789063,27.86585426,8.170731544,25.42682838,14.25,-0.889648438,0.302246094,-0.383789063,28.84146309,-7.195121765,23.78048706,90
14.3,-0.616699219,-0.216796875,-0.763671875,32.25609589,9.939023972,25.06097603,14.3,-0.886230469,0.294433594,-0.385253906,29.45121956,-4.634146214,21.64634132,90
14.35,-0.627441406,-0.208007813,-0.762207031,21.64634132,8.475609779,23.35365868,14.35,-0.877441406,0.2734375,-0.377929688,30,-7.98780489,20.18292618,90
14.4,-0.619140625,-0.204589844,-0.748535156,26.8292675,7.439024448,24.3292675,14.4,-0.860839844,0.284667969,-0.403320313,31.95121956,-6.341463566,19.93902397,90
14.45,-0.622558594,-0.200195313,-0.715820313,18.84146309,6.036585331,22.5,14.45,-0.856933594,0.258789063,-0.381347656,29.93902397,-7.682926655,15.36585331,90
14.5,-0.614257813,-0.201660156,-0.711425781,26.34146309,9.512195587,23.71951294,14.5,-0.84765625,0.273925781,-0.392578125,23.53658485,-6.707316875,15.48780441,90
14.55,-0.608398438,-0.221191406,-0.747070313,16.28048706,14.26829243,18.53658485,14.55,-0.880371094,0.299804688,-0.387207031,27.98780441,-7.621951103,18.4146347,90
14.6,-0.627441406,-0.226074219,-0.767089844,26.21951294,16.5853653,19.20731735,14.6,-0.867675781,0.303222656,-0.395507813,27.07317162,-13.17073154,17.01219559,90
14.65,-0.612792969,-0.252929688,-0.788085938,17.56097603,15.18292713,17.92682838,14.65,-0.888671875,0.310058594,-0.376953125,29.45121956,-12.07317066,17.86585426,90
14.7,-0.590332031,-0.253417969,-0.783691406,25.73170662,12.01219559,17.62195206,14.7,-0.855957031,0.322265625,-0.372070313,31.03658485,-9.756097794,17.5,90
14.75,-0.586914063,-0.263671875,-0.786132813,25.24390221,11.40243912,16.76829338,14.75,-0.894042969,0.327636719,-0.359375,33.23170853,-6.402439117,21.52439117,90
14.8,-0.589355469,-0.269042969,-0.766601563,30.12195206,15.36585331,16.09756088,14.8,-0.876953125,0.341796875,-0.396972656,32.56097412,-8.536585808,23.04878044,90
14.85,-0.598144531,-0.315429688,-0.792480469,21.89024353,22.37804794,21.09756088,14.85,-0.911621094,0.329101563,-0.389648438,35.36585236,-9.695121765,22.13414574,90
14.9,-0.565917969,-0.297851563,-0.772949219,15.91463375,23.4146347,20.6707325,14.9,-0.85546875,0.360839844,-0.418945313,28.47560883,-11.40243912,16.52439117,90
14.95,-0.541992188,-0.315917969,-0.776367188,23.71951294,16.8292675,19.0853653,14.95,-0.793945313,0.341308594,-0.380859375,30,-11.34146309,17.56097603,90
15,-0.525878906,-0.313476563,-0.761230469,25.24390221,15.42682934,22.68292618,15,-0.823242188,0.32421875,-0.386230469,17.43902397,-5.121951103,21.95121956,90
15.05,-0.491210938,-0.327636719,-0.778808594,21.40243912,17.80487823,25.9146347,15.05,-0.825195313,0.3828125,-0.361328125,25.06097603,-8.719511986,20.85365868,90
15.1,-0.481933594,-0.329589844,-0.809082031,22.80487823,20.6707325,31.52439117,15.1,-0.864746094,0.362304688,-0.356933594,30.12195206,-17.07317162,23.10975647,90
15.15,-0.4765625,-0.349121094,-0.806152344,26.64634132,23.1707325,30.42682838,15.15,-0.844726563,0.411621094,-0.352539063,23.96341515,-17.92682838,24.63414574,90
15.2,-0.463867188,-0.397949219,-0.798339844,36.40243912,26.03658485,30.18292618,15.2,-0.81640625,0.45703125,-0.34765625,28.1707325,-18.59756088,34.75609589,90
15.25,-0.458496094,-0.409179688,-0.806640625,35.73170853,28.53658485,28.84146309,15.25,-0.819335938,0.484863281,-0.349121094,35.54878235,-22.13414574,36.40243912,90
15.3,-0.438964844,-0.455078125,-0.813964844,45.67073059,27.25609779,29.69512177,15.3,-0.786621094,0.50390625,-0.349609375,38.04878235,-19.45121956,39.32926941,90
15.35,-0.42578125,-0.451660156,-0.803710938,37.56097412,26.95121956,33.35365677,15.35,-0.78515625,0.520996094,-0.360351563,36.89024353,-20.06097603,39.20731735,90
15.4,-0.437988281,-0.432617188,-0.770996094,38.04878235,25.54878044,35.73170853,15.4,-0.733886719,0.51953125,-0.354003906,37.13414764,-23.35365868,34.45121765,90
15.45,-0.449707031,-0.424316406,-0.756347656,28.29268265,27.01219559,33.35365677,15.45,-0.752441406,0.524902344,-0.391601563,44.20731735,-27.68292618,32.92683029,90
15.5,-0.483398438,-0.433105469,-0.762207031,23.84146309,27.19512177,35.97560883,15.5,-0.736816406,0.492675781,-0.388183594,42.07316971,-30.48780441,25.30487823,90
15.55,-0.462402344,-0.428222656,-0.756347656,6.524390221,23.90243912,40.24390411,15.55,-0.759277344,0.471191406,-0.38671875,37.07316971,-27.13414574,14.93902397,90
15.6,-0.491699219,-0.392089844,-0.79296875,4.085365772,16.95121956,43.23170853,15.6,-0.746582031,0.48046875,-0.396972656,43.10975647,-27.43902397,5.243902206,90
15.65,-0.510742188,-0.367675781,-0.756347656,14.14634132,12.92682934,43.90243912,15.65,-0.744628906,0.420410156,-0.403808594,46.28048706,-30.54878044,1.280487776,90
15.7,-0.517578125,-0.361328125,-0.75390625,5.304878235,11.46341419,41.28048706,15.7,-0.786132813,0.389648438,-0.43359375,41.64634323,-27.92682838,2.743902445,90
15.75,-0.534667969,-0.342285156,-0.7890625,17.5,18.23170662,40.85365677,15.75,-0.866210938,0.412109375,-0.401367188,29.0853653,-24.20731735,8.231707573,90
15.8,-0.535644531,-0.327636719,-0.808105469,12.80487823,22.07317162,34.32926941,15.8,-0.849121094,0.408691406,-0.383789063,33.17073059,-24.45121956,13.47560978,90
15.85,-0.540527344,-0.284667969,-0.833984375,14.14634132,23.35365868,25.24390221,15.85,-0.891601563,0.416992188,-0.418457031,26.5853653,-20.54878044,19.26829338,90
15.9,-0.553710938,-0.301269531,-0.854492188,16.52439117,18.10975647,17.92682838,15.9,-0.853027344,0.391113281,-0.412597656,14.75609779,-17.43902397,19.69512177,90
15.95,-0.543457031,-0.265136719,-0.79296875,19.75609779,10.18292713,5,15.95,-0.78515625,0.409179688,-0.412597656,5.426829338,-13.53658581,20.48780441,90
16,-0.534179688,-0.299804688,-0.787597656,12.43902397,5.182926655,-2.256097555,16,-0.817382813,0.390136719,-0.395507813,-4.268292904,-3.292682886,17.37804794,90
16.05,-0.512207031,-0.306152344,-0.796386719,7.01219511,2.317073107,-3.353658438,16.05,-0.811035156,0.433105469,-0.369140625,-12.25609779,-0.609756112,10.48780441,90
16.1,-0.537597656,-0.3203125,-0.816894531,-8.231707573,2.378048897,-9.573170662,16.1,-0.830078125,0.440917969,-0.366210938,-15.24390221,-1.402438998,-0.670731723,90
16.15,-0.533203125,-0.337890625,-0.84765625,-20.42682838,2.743902445,-16.15853691,16.15,-0.885742188,0.510742188,-0.381347656,-23.4146347,3.109755993,-4.817073345,90
16.2,-0.530761719,-0.355957031,-0.886230469,-13.90243912,-4.939024448,-21.34146309,16.2,-0.829101563,0.478515625,-0.358398438,-25.30487823,8.414633751,-16.46341515,90
16.25,-0.513183594,-0.353027344,-0.883789063,-29.3292675,-15.30487823,-24.45121956,16.25,-0.865234375,0.489746094,-0.356933594,-25.73170662,16.64634132,-14.02439022,90
16.3,-0.476074219,-0.334960938,-0.8515625,-21.95121956,-24.69512177,-29.0853653,16.3,-0.817871094,0.467285156,-0.342773438,-30.24390221,22.98780441,-24.93902397,90
16.35,-0.448730469,-0.358886719,-0.818359375,-30,-28.35365868,-36.70731735,16.35,-0.821777344,0.483398438,-0.344726563,-37.13414764,26.21951294,-22.86585426,90
16.4,-0.440917969,-0.357421875,-0.796875,-27.80487823,-28.90243912,-45.73170853,16.4,-0.781738281,0.510253906,-0.329101563,-43.35365677,29.45121956,-25.12195206,90
16.45,-0.443847656,-0.380371094,-0.782714844,-34.0853653,-29.0853653,-52.98780441,16.45,-0.775878906,0.498046875,-0.321777344,-45.18292618,28.10975647,-24.45121956,90
16.5,-0.438476563,-0.364257813,-0.784179688,-39.02439117,-30.06097603,-58.71951294,16.5,-0.772460938,0.490722656,-0.345703125,-48.17073059,31.15853691,-25.42682838,90
16.55,-0.437011719,-0.358398438,-0.775878906,-40.73170853,-33.4146347,-63.04878235,16.55,-0.747558594,0.469238281,-0.345214844,-54.69512177,31.21951294,-30.30487823,90
16.6,-0.420410156,-0.361816406,-0.771972656,-48.29268265,-35.79268265,-66.28048706,16.6,-0.758789063,0.456542969,-0.334472656,-60.9146347,30.79268265,-35.30487823,90
16.65,-0.446289063,-0.365234375,-0.775390625,-53.35365677,-40.06097412,-70.12194824,16.65,-0.727539063,0.458984375,-0.318847656,-62.37804794,32.86585236,-40,90
16.7,-0.442871094,-0.373535156,-0.818847656,-58.96341324,-39.39024353,-68.23170471,16.7,-0.819824219,0.457519531,-0.329101563,-71.76829529,37.98780441,-45.42683029,90
16.75,-0.448242188,-0.321289063,-0.85546875,-66.5853653,-35.06097412,-70.12194824,16.75,-0.873046875,0.441894531,-0.289550781,-83.23170471,41.28048706,-51.76829147,90
16.8,-0.442871094,-0.310546875,-0.884765625,-57.86585236,-27.25609779,-67.74390411,16.8,-0.944824219,0.396484375,-0.278808594,-91.5853653,41.89024353,-45.97560883,90
16.85,-0.470703125,-0.224121094,-0.834960938,-43.841465,-23.29268265,-68.84146118,16.85,-0.887695313,0.305664063,-0.243164063,-102.3780518,39.93902588,-39.26829147,90
16.9,-0.50390625,-0.208984375,-0.911132813,-41.341465,-13.84146309,-59.63414764,16.9,-1.036621094,0.332519531,-0.253417969,-85.12194824,41.52439117,-12.68292713,90
16.95,-0.521972656,-0.183105469,-0.870117188,-35.67073059,-12.19512177,-51.5853653,16.95,-0.926757813,0.299804688,-0.258789063,-63.47560883,27.56097603,-30.48780441,90
17,-0.512695313,-0.221679688,-0.84375,-32.80487823,-12.68292713,-44.51219559,17,-0.926269531,0.272460938,-0.296875,-42.31707382,16.40243912,-21.21951294,90
17.05,-0.501464844,-0.275390625,-0.850097656,-31.76829338,-13.17073154,-39.87804794,17.05,-0.921875,0.30859375,-0.301757813,-61.76829147,24.02439117,-21.09756088,90
17.1,-0.46875,-0.325683594,-0.813476563,-21.21951294,-14.26829243,-34.20731735,17.1,-0.858886719,0.380371094,-0.270019531,-64.93902588,27.25609779,-15.54878044,90
17.15,-0.498046875,-0.309570313,-0.890625,-19.75609779,-7.317073345,-24.51219559,17.15,-0.948730469,0.4453125,-0.265136719,-31.5853653,21.70731735,-4.146341324,90
17.2,-0.455566406,-0.301269531,-0.835449219,-20.6707325,-10.73170757,-6.646341324,17.2,-0.853027344,0.35546875,-0.266601563,-23.90243912,13.35365868,-23.47560883,90
17.25,-0.488769531,-0.291015625,-0.828125,-22.07317162,-11.09756088,-0.182926834,17.25,-0.858398438,0.407226563,-0.262207031,-15.1219511,7.073170662,-17.43902397,90
17.3,-0.514648438,-0.276855469,-0.841796875,-13.35365868,-7.682926655,-2.682926893,17.3,-0.915527344,0.4140625,-0.30078125,-23.1707325,16.03658485,-15.18292713,90
17.35,-0.472167969,-0.293945313,-0.850585938,-4.939024448,-7.98780489,-7.256097794,17.35,-0.868652344,0.430664063,-0.283203125,-17.19512177,21.34146309,-6.890244007,90
17.4,-0.50390625,-0.286621094,-0.866210938,2.98780489,-6.585365772,-5.060975552,17.4,-0.898925781,0.425292969,-0.288574219,-3.353658438,13.71951199,2.256097555,90
17.45,-0.488769531,-0.271972656,-0.797363281,3.780487776,-6.524390221,-1.036585331,17.45,-0.865722656,0.380859375,-0.301269531,1.768292665,7.926829338,-0.426829278,90
17.5,-0.526367188,-0.276855469,-0.8125,12.68292713,-0.182926834,4.634146214,17.5,-0.872558594,0.3828125,-0.306152344,3.597560883,2.98780489,5.243902206,90
17.55,-0.491699219,-0.262695313,-0.826660156,-2.865853548,4.329268456,8.963414192,17.55,-0.886230469,0.385253906,-0.305664063,0.121951222,7.621951103,4.51219511,90
17.6,-0.487792969,-0.277832031,-0.851074219,3.658536673,7.073170662,10.97560978,17.6,-0.865234375,0.445800781,-0.297851563,7.926829338,-0.975609779,-0.121951222,90
17.65,-0.502929688,-0.309570313,-0.799316406,2.378048897,6.280488014,8.170731544,17.65,-0.841796875,0.403808594,-0.331054688,11.58536625,-11.09756088,-1.402438998,90
17.7,-0.507324219,-0.334472656,-0.798339844,15.42682934,7.073170662,7.682926655,17.7,-0.822753906,0.444824219,-0.34375,8.475609779,-6.158536434,8.780488014,90
17.75,-0.507324219,-0.333007813,-0.817382813,13.78048801,7.256097794,11.28048801,17.75,-0.836425781,0.440917969,-0.326171875,17.43902397,-4.085365772,16.34146309,90
17.8,-0.49609375,-0.333007813,-0.828613281,18.78048706,9.573170662,17.13414574,17.8,-0.860351563,0.447265625,-0.322753906,21.34146309,-5.121951103,13.41463375,90
17.85,-0.493652344,-0.3671875,-0.835449219,11.03658581,9.573170662,22.74390221,17.85,-0.834960938,0.455078125,-0.340820313,27.80487823,-10.54878044,9.817072868,90
17.9,-0.519042969,-0.345214844,-0.805175781,19.69512177,11.34146309,22.01219559,17.9,-0.843261719,0.459472656,-0.357910156,27.37804794,-13.10975647,13.96341419,90
17.95,-0.507324219,-0.358886719,-0.809570313,25.97560883,9.878048897,20.48780441,17.95,-0.812988281,0.458007813,-0.365722656,30.97560883,-8.536585808,19.14634132,90
18,-0.5078125,-0.310546875,-0.823730469,28.96341515,9.146341324,20.54878044,18,-0.829589844,0.422851563,-0.347167969,34.02439117,-10.79268265,25,90
18.05,-0.498535156,-0.27734375,-0.831542969,23.04878044,11.64634132,17.74390221,18.05,-0.873535156,0.436035156,-0.3515625,29.63414574,-8.292682648,27.56097603,90
18.1,-0.490722656,-0.292480469,-0.801269531,28.29268265,8.963414192,20.6707325,18.1,-0.807128906,0.371582031,-0.329589844,25.85365868,-10.06097603,17.07317162,90
18.15,-0.509765625,-0.308105469,-0.8359375,14.51219559,12.86585331,27.62195206,18.15,-0.885253906,0.408203125,-0.328613281,23.78048706,-9.512195587,22.01219559,90
18.2,-0.500976563,-0.297851563,-0.802246094,20.60975647,13.04878044,32.43902588,18.2,-0.836914063,0.419433594,-0.356933594,27.25609779,-9.451219559,10.1219511,90
18.25,-0.503417969,-0.305175781,-0.833984375,18.84146309,15.67073154,34.32926941,18.25,-0.871582031,0.395019531,-0.352050781,46.28048706,-22.56097603,15.36585331,90
18.3,-0.508300781,-0.235351563,-0.80078125,22.86585426,12.01219559,28.23170662,18.3,-0.803710938,0.389648438,-0.33984375,33.78048706,-13.04878044,10.60975647,90
18.35,-0.477539063,-0.254882813,-0.805664063,27.98780441,12.80487823,26.76829338,18.35,-0.825195313,0.3671875,-0.352539063,35.36585236,-10.79268265,22.13414574,90
18.4,-0.469238281,-0.22265625,-0.807617188,15.97560978,15.91463375,22.19512177,18.4,-0.855957031,0.380371094,-0.334472656,30.6707325,-12.68292713,19.51219559,90
18.45,-0.481933594,-0.250976563,-0.831542969,20.54878044,20,25,18.45,-0.854003906,0.37109375,-0.321777344,36.82926941,-23.96341515,15.48780441,90
18.5,-0.463867188,-0.252929688,-0.82421875,10.30487823,21.21951294,23.65853691,18.5,-0.869140625,0.369140625,-0.326660156,31.76829338,-22.5,11.58536625,90
18.55,-0.46875,-0.2734375,-0.845703125,18.04878044,22.43902397,26.64634132,18.55,-0.85546875,0.385253906,-0.331054688,40.42683029,-28.35365868,14.8780489,90
18.6,-0.456054688,-0.3125,-0.829589844,28.1707325,25.18292618,33.29268265,18.6,-0.869140625,0.34375,-0.315429688,46.341465,-31.21951294,17.37804794,90
18.65,-0.427734375,-0.317871094,-0.861328125,23.65853691,28.47560883,44.51219559,18.65,-0.895507813,0.348144531,-0.271484375,47.43902588,-31.46341515,21.5853653,90
18.7,-0.43359375,-0.289550781,-0.864257813,41.158535,32.5,53.96341324,18.7,-0.875976563,0.354492188,-0.276367188,50.97560883,-28.65853691,25.54878044,90
18.75,-0.458496094,-0.290039063,-0.848632813,33.04878235,34.45121765,54.93902588,18.75,-0.903320313,0.368652344,-0.294433594,67.92682648,-33.59756088,34.26829147,90
18.8,-0.524414063,-0.317871094,-0.866699219,47.74390411,36.64634323,60.06097412,18.8,-0.875488281,0.364746094,-0.396972656,68.5975647,-30.85365868,30.60975647,90
18.85,-0.422363281,-0.356933594,-0.84765625,19.75609779,29.0853653,69.02439117,18.85,-0.909667969,0.327636719,-0.391601563,54.93902588,-20.79268265,27.68292618,90
18.9,-0.442871094,-0.325683594,-0.822753906,28.04878044,16.03658485,75.54878235,18.9,-0.651855469,0.404296875,-0.361816406,39.63414764,-21.5853653,11.28048801,90
18.95,-0.512695313,-0.341796875,-0.798828125,8.292682648,13.84146309,67.13414764,18.95,-0.823730469,0.466796875,-0.397949219,45.06097412,-18.65853691,14.32926846,90
19,-0.458496094,-0.368164063,-0.795410156,20.60975647,7.01219511,57.07316971,19,-0.76953125,0.49609375,-0.457519531,33.90243912,-11.03658581,-0.426829278,90
19.05,-0.48828125,-0.407714844,-0.791503906,17.07317162,-1.341463447,49.14634323,19.05,-0.715332031,0.439453125,-0.408691406,27.31707382,-7.195121765,-3.475609779,90
19.1,-0.516113281,-0.371582031,-0.762207031,11.64634132,-4.573170662,46.21951294,19.1,-0.772949219,0.502929688,-0.441894531,26.95121956,-2.378048897,13.78048801,90
19.15,-0.520019531,-0.364746094,-0.75390625,19.69512177,-6.890244007,42.25609589,19.15,-0.723632813,0.480957031,-0.443359375,36.89024353,-8.170731544,-0.731707335,90
19.2,-0.564941406,-0.347167969,-0.758789063,4.817073345,-4.634146214,42.5,19.2,-0.802246094,0.403320313,-0.438964844,42.31707382,-12.3780489,3.963414669,90
19.25,-0.562011719,-0.3046875,-0.758300781,20,-2.317073107,42.25609589,19.25,-0.790527344,0.405273438,-0.451171875,21.46341515,-1.463414669,-0.609756112,90
19.3,-0.561035156,-0.292480469,-0.790527344,-2.804877996,-0.243902445,39.14634323,19.3,-0.825683594,0.436035156,-0.437011719,22.07317162,1.707317114,-0.121951222,90
19.35,-0.589355469,-0.229492188,-0.80859375,1.890243888,4.329268456,33.96341324,19.35,-0.841308594,0.408691406,-0.457519531,28.65853691,-5.304878235,-7.073170662,90
19.4,-0.586914063,-0.217773438,-0.804199219,-7.804878235,7.01219511,26.52439117,19.4,-0.872070313,0.347167969,-0.455566406,24.63414574,-12.56097603,-7.01219511,90
19.45,-0.588867188,-0.203125,-0.804199219,-7.439024448,6.402439117,14.69512177,19.45,-0.856445313,0.368652344,-0.445800781,0.792682946,-6.219511986,-10.60975647,90
19.5,-0.581054688,-0.223144531,-0.830566406,-6.158536434,2.926829338,9.817072868,19.5,-0.834960938,0.353515625,-0.436523438,-2.865853548,-1.951219559,-8.231707573,90
19.55,-0.586914063,-0.187011719,-0.806640625,-2.439024448,1.402438998,4.146341324,19.55,-0.867675781,0.341796875,-0.413085938,9.207317352,-5.182926655,-4.939024448,90
19.6,-0.602050781,-0.198730469,-0.828125,-5.121951103,2.621951103,-1.036585331,19.6,-0.877929688,0.321777344,-0.444335938,1.402438998,-3.658536673,-4.390244007,90
19.65,-0.591796875,-0.200683594,-0.809082031,-6.280488014,5.121951103,-7.439024448,19.65,-0.89453125,0.336425781,-0.453613281,-17.13414574,0.365853667,-1.707317114,90
19.7,-0.590332031,-0.204101563,-0.840820313,-3.353658438,4.451219559,-17.19512177,19.7,-0.868652344,0.369628906,-0.427734375,-21.8292675,2.926829338,-2.926829338,90
19.75,-0.589355469,-0.20703125,-0.848632813,-6.646341324,-0.365853667,-24.26829338,19.75,-0.855957031,0.375488281,-0.421875,-14.93902397,3.902439117,2.560975552,90
19.8,-0.5625,-0.233886719,-0.842773438,1.158536553,-4.51219511,-25.73170662,19.8,-0.869628906,0.342773438,-0.408203125,-18.4146347,7.195121765,0.121951222,90
19.85,-0.559570313,-0.235839844,-0.824707031,-11.15853691,-6.768292904,-28.47560883,19.85,-0.866699219,0.369140625,-0.395507813,-29.02439117,12.43902397,-1.707317114,90
19.9,-0.53515625,-0.260742188,-0.807617188,-5.426829338,-7.439024448,-27.56097603,19.9,-0.841796875,0.390136719,-0.403320313,-30.85365868,15.24390221,-4.451219559,90
19.95,-0.536621094,-0.250488281,-0.78515625,-13.23170757,-9.573170662,-34.57316971,19.95,-0.798339844,0.391601563,-0.401855469,-23.84146309,8.719511986,-4.268292904,90
20,-0.515625,-0.279296875,-0.788085938,-9.39024353,-7.865853786,-32.80487823,20,-0.818847656,0.394042969,-0.40234375,-27.25609779,9.451219559,-2.439024448,90
20.05,-0.536132813,-0.272460938,-0.778808594,-25.54878044,-7.439024448,-38.10975647,20.05,-0.807617188,0.405761719,-0.392089844,-33.4146347,6.341463566,-8.658536911,30
20.1,-0.524414063,-0.301269531,-0.787597656,-19.0853653,-9.146341324,-39.57316971,20.1,-0.777832031,0.433105469,-0.390625,-32.37804794,7.439024448,-11.09756088,30
20.15,-0.509277344,-0.320800781,-0.779785156,-28.1707325,-9.268292427,-45.60975647,20.15,-0.818359375,0.437988281,-0.374511719,-34.57316971,6.890244007,-12.01219559,30
20.2,-0.520996094,-0.332519531,-0.8125,-21.95121956,-11.03658581,-42.56097412,20.2,-0.783691406,0.440917969,-0.376953125,-38.23170853,10.91463375,-16.52439117,30
20.25,-0.500488281,-0.315917969,-0.78125,-30.85365868,-10.60975647,-43.59756088,20.25,-0.833496094,0.412109375,-0.377929688,-39.02439117,8.597560883,-16.40243912,30
20.3,-0.514648438,-0.303222656,-0.8125,-28.96341515,-4.939024448,-39.26829147,20.3,-0.840820313,0.404296875,-0.354003906,-38.04878235,2.560975552,-17.98780441,30
20.35,-0.520996094,-0.2890625,-0.796875,-35.67073059,-1.158536553,-44.57316971,20.35,-0.904296875,0.403320313,-0.328125,-43.71951294,4.390244007,-13.90243912,30
20.4,-0.512207031,-0.250488281,-0.871582031,-17.43902397,-5.182926655,-40.79268265,20.4,-0.850097656,0.353027344,-0.285644531,-40.36585236,14.81707287,-16.40243912,30
20.45,-0.487792969,-0.204101563,-0.880859375,-25.54878044,-11.09756088,-42.86585236,20.45,-0.920898438,0.350585938,-0.29296875,-43.59756088,28.84146309,-8.170731544,30
20.5,-0.468261719,-0.236328125,-0.885253906,-7.317073345,-13.96341419,-38.10975647,20.5,-0.875976563,0.345214844,-0.298828125,-35.36585236,22.37804794,-12.68292713,30
20.55,-0.48046875,-0.244140625,-0.862304688,-17.98780441,-11.09756088,-37.74390411,20.55,-0.942871094,0.357910156,-0.291015625,-32.5,20.97560883,-4.268292904,30
20.6,-0.466308594,-0.254882813,-0.875976563,-8.536585808,-8.841463089,-27.01219559,20.6,-0.900390625,0.348144531,-0.279785156,-34.39024353,20.54878044,-10.48780441,30
20.65,-0.426269531,-0.265625,-0.841796875,-14.75609779,-5.426829338,-21.21951294,20.65,-0.893066406,0.380859375,-0.250976563,-24.14634132,16.46341515,-8.902439117,30
20.7,-0.451171875,-0.28125,-0.849121094,-8.536585808,0.792682946,-16.21951294,20.7,-0.891113281,0.384277344,-0.276367188,-11.03658581,9.207317352,-9.329268456,30
20.75,-0.451660156,-0.315917969,-0.8203125,-8.231707573,3.963414669,-10.91463375,20.75,-0.856445313,0.357421875,-0.304199219,-10.79268265,4.939024448,-4.756097794,30
20.8,-0.479980469,-0.298339844,-0.858886719,-2.5,3.658536673,-1.829268336,20.8,-0.859375,0.372558594,-0.297363281,-12.86585331,8.048780441,-1.829268336,30
20.85,-0.501953125,-0.269042969,-0.897949219,-12.43902397,-5.670731544,2.195122004,20.85,-0.853515625,0.380859375,-0.314941406,-4.756097794,9.39024353,-5.609755993,30
20.9,-0.477539063,-0.256347656,-0.9140625,4.329268456,-19.3292675,2.804877996,20.9,-0.833984375,0.371582031,-0.354980469,3.109755993,9.878048897,-4.146341324,30
20.95,-0.462402344,-0.297363281,-0.875976563,-5.609755993,-39.63414764,-1.219512224,20.95,-0.8125,0.403320313,-0.380371094,12.13414669,8.292682648,-0.609756112,30
21,-0.5625,-0.28125,-0.84375,15.48780441,-50.24390411,2.743902445,21,-0.844726563,0.350585938,-0.383789063,4.390244007,-1.524390221,2.134146452,30
21.05,-0.594726563,-0.28515625,-0.706054688,-0.48780489,-51.40243912,-1.707317114,21.05,-0.831054688,0.380859375,-0.3828125,-6.280488014,4.939024448,2.317073107,30
21.1,-0.818359375,-0.298828125,-0.771972656,13.59756088,-66.15853882,1.646341443,21.1,-0.832519531,0.36328125,-0.411621094,-0.548780501,2.560975552,6.646341324,30
21.15,-0.653808594,-0.284179688,-0.699707031,2.743902445,-64.0853653,-2.317073107,21.15,-0.794433594,0.379394531,-0.3671875,-8.902439117,-6.890244007,1.707317114,30
21.2,-0.672363281,-0.284179688,-0.625,5.121951103,-64.93902588,-5.182926655,21.2,-0.79296875,0.399902344,-0.372070313,-8.10975647,-6.219511986,8.292682648,30
21.25,-0.726074219,-0.30078125,-0.610351563,-5.914634228,-67.68292999,-3.475609779,21.25,-0.879882813,0.356933594,-0.346679688,-12.25609779,2.134146452,5.853658676,30
21.3,-0.78125,-0.263671875,-0.501464844,6.951219559,-66.76829529,-0.731707335,21.3,-0.823730469,0.404296875,-0.363769531,-19.81707382,-3.597560883,-0.548780501,30
21.35,-0.829101563,-0.299316406,-0.560058594,-6.463414669,-62.86585236,-3.231707335,21.35,-0.869140625,0.434082031,-0.309082031,-10.1219511,-2.073170662,-9.024390221,30
21.4,-0.8125,-0.3125,-0.445800781,-19.26829338,-63.47560883,-7.073170662,21.4,-0.895996094,0.448730469,-0.327636719,-11.70731735,2.621951103,-10.60975647,30
21.45,-0.857421875,-0.318847656,-0.416503906,-0.853658557,-53.17073059,-15.06097603,21.45,-0.889648438,0.484375,-0.330566406,-25.54878044,4.817073345,-8.292682648,30
21.5,-0.85546875,-0.400390625,-0.43359375,-37.62195206,-52.56097412,-18.1707325,21.5,-0.896484375,0.458496094,-0.3046875,-25.6707325,9.207317352,-5.426829338,30
21.55,-0.858886719,-0.347167969,-0.361816406,-14.51219559,-46.40243912,-13.65853691,21.55,-0.848632813,0.478515625,-0.295410156,-24.20731735,12.3780489,-1.707317114,30
21.6,-0.873046875,-0.392578125,-0.41796875,-16.03658485,-47.01219559,-16.03658485,21.6,-0.866699219,0.493164063,-0.281738281,-12.80487823,23.35365868,-4.573170662,30
21.65,-0.825683594,-0.357910156,-0.245117188,-14.8780489,-39.69512177,-21.46341515,21.65,-0.835449219,0.489257813,-0.325195313,-10.91463375,20.36585426,0.609756112,30
21.7,-0.854492188,-0.416503906,-0.290527344,-5.365853786,-33.78048706,-17.80487823,21.7,-0.844238281,0.457519531,-0.350585938,-12.92682934,10.54878044,5.792683125,30
21.75,-0.892089844,-0.349609375,-0.205078125,-7.073170662,-26.46341515,-18.90243912,21.75,-0.807128906,0.425292969,-0.306152344,-21.03658485,3.414634228,9.939023972,30
21.8,-0.898925781,-0.401367188,-0.214355469,-1.707317114,-16.5853653,-15.06097603,21.8,-0.817382813,0.438964844,-0.303222656,-19.3292675,7.378048897,8.902439117,30
21.85,-0.874511719,-0.418945313,-0.235839844,-8.963414192,-10.30487823,-4.451219559,21.85,-0.812011719,0.4609375,-0.291503906,-10.73170757,3.780487776,2.256097555,30
21.9,-0.903808594,-0.375488281,-0.278808594,-0.853658557,-5.48780489,3.719512224,21.9,-0.823730469,0.459960938,-0.286621094,-4.878048897,-1.097561002,-1.890243888,30
